theta1,theta2,theta3,theta4,theta5,dtheta1,dtheta2,dtheta3,dtheta4,dtheta5,ddtheta1,ddtheta2,ddtheta3,ddtheta4,ddtheta5,Re_1x,Re_1y,Re_2x,Re_2y,Re_3x,Re_3y,Re_4x,Re_4y,Re_5x,Re_5y
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
